IsWon,IsClosed,LeadId,LeadCreateDate,CompanyName,Country,Department,EmailDomain,Industry,JobTitle,IsTraining
FALSE,TRUE,00Q7000000ROpG5EAL,7/23/2009 9:59:10,CCI de la Haute-Savoie,,,@haute-savoie.cci.fr,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RPOAKEA5,7/25/2009 12:45:35,Fresenius Medical Care,,,@fmc-ag.com,,Project Manager,TRUE
FALSE,TRUE,00Q7000000ROu3uEAD,7/23/2009 15:00:09,the virtual solution,,,@virtual-solution.de,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000ROpZiEAL,7/23/2009 11:36:07,Connaught plc,,,@connaught.plc.uk,,Associate/Analyst,TRUE
FALSE,TRUE,00Q7000000RP6xzEAD,7/24/2009 11:59:22,Fdline,,,@fdline.ru,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RORvtEAH,7/22/2009 6:05:39,ss2l engineering,,,@ss2l-engineering.fr,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000ROrvWEAT,7/23/2009 14:04:14,LifeStyleIT Limited,,,@lifestyleit.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RYgpLEAT,7/29/2009 13:26:29,Fondazione Bruno Kessler,,,@fbk.eu,,Project Manager,TRUE
FALSE,TRUE,00Q7000000RPT7TEAX,7/26/2009 19:45:07,Pepax,,,@pepax.sk,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RQ3etEAD,7/28/2009 19:31:27,Axioma Solutions,,,@axioma.ro,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RYmWhEAL,7/29/2009 19:32:18,StarCompliance,,,@starcompliance.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RYjPREA1,7/29/2009 15:48:41,Barbara Lingerie,,,@barbara.fr,,Project Manager,TRUE
FALSE,TRUE,00Q7000000RPVmsEAH,7/27/2009 8:00:01,Electrolux IT,,,@electrolux.it,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RYY1pEAH,7/29/2009 0:20:15,Objectware,,,@objectware.no,,C-Level/Executive/VP,TRUE
FALSE,FALSE,00Q7000000kpymyEAA,11/27/2012 15:08:09,Deutsche Bahn AG,,,@deutschebahn.com,,,FALSE
FALSE,TRUE,00Q7000000ROtkGEAT,7/23/2009 14:45:23,UTC,,,@utc.com,,Other,TRUE
FALSE,TRUE,00Q7000000RQ39JEAT,7/28/2009 18:33:01,Grass Roots Group,,,@grg.com,,C-Level/Executive/VP,TRUE
TRUE,TRUE,00Q7000000RPa48EAD,7/27/2009 16:33:51,Agilent Technologies Inc.,,,@agilent.com,,,TRUE
FALSE,TRUE,00Q7000000RPwYKEA1,7/28/2009 15:15:49,phloeme,,,@phloeme.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000QiN0vEAF,5/28/2009 2:23:27,CSC Holdings LLC (Cablevision),,,@cablevision.com,,C-Level/Executive/VP,TRUE
TRUE,TRUE,00Q7000000SMxxSEAT,9/30/2009 6:21:41,CSC Holdings LLC (Cablevision),,,@cablevision.com,,,TRUE
FALSE,TRUE,00Q7000000RZ72QEAT,7/30/2009 16:58:38,PERIMETRIK,,,@perimetrik.de,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000x7Kp0EAE,4/28/2014 9:24:42,Audi AG,,,@audi.de,Automotive,,FALSE
TRUE,TRUE,00Q7000000WtF5FEAV,9/17/2010 9:43:49,Audi AG,Germany,,@eleon.de,Consulting,C-Level/Executive/VP,TRUE
TRUE,TRUE,00Q7000000RZHGaEAP,7/31/2009 8:21:43,Opera21 SpA,,,@opera21.it,,Project Manager,TRUE
FALSE,TRUE,00Q7000000RYy7mEAD,7/30/2009 12:11:09,energee3 s.r.l.,,,@energee3.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000o0MO1EAM,4/12/2013 6:24:19,BMW UK,,,@partner.bmw.co.uk,,,TRUE
FALSE,TRUE,00Q7000000RPsThEAL,7/28/2009 11:14:20,BMW UK,,,@bmw.co.uk,,Independent Contractor,TRUE
FALSE,TRUE,00Q7000000RYif3EAD,7/29/2009 15:03:55,adhoc International,,,@adhoc-international.com,,Other,TRUE
FALSE,TRUE,00Q7000000fz4jTEAQ,3/30/2012 10:31:56,CYO Groupe Datasolution,,,@cyo.com,Professional Services,Independent Contractor,TRUE
TRUE,TRUE,00Q7000000RZHEFEA5,7/31/2009 8:15:43,Inovex GmbH,,,@inovex.de,,,TRUE
FALSE,TRUE,00Q7000000RQ3LZEA1,7/28/2009 18:51:07,BAF,,,@poczta.mswia.gov.pl,,Other,TRUE
FALSE,FALSE,00Q7000000RPNKvEAP,7/25/2009 6:58:33,Skytech Solutions Pvt. Ltd.,,,@skytechsolutions.co.in,,C-Level/Executive/VP,FALSE
FALSE,FALSE,00Q7000000ROo5PEAT,7/23/2009 4:58:06,daffo,,,@daffodilsw.com,,C-Level/Executive/VP,FALSE
FALSE,TRUE,00Q7000000RicqxEAB,8/26/2009 8:44:06,7P-Solutions & Consulting AG,,,@7p-group.com,,Project Manager,TRUE
FALSE,FALSE,00Q7000000RYdNkEAL,7/29/2009 5:52:04,etl,,,@elitecore.com,,Project Manager,FALSE
FALSE,FALSE,00Q7000000RMz7vEAD,7/17/2009 6:33:20,collabera pvt ltd,,,@gmail.com,,C-Level/Executive/VP,FALSE
FALSE,TRUE,00Q7000000ROxsSEAT,7/23/2009 17:46:16,Intuit India Pvt. Ltd.,,,@intuit.com,,C-Level/Executive/VP,TRUE
FALSE,FALSE,00Q7000000RNXZeEAP,7/20/2009 4:30:44,Intuit India Pvt. Ltd.,,,@intuit.com,,C-Level/Executive/VP,FALSE
TRUE,TRUE,00Q7000000ROOS9EAP,7/21/2009 21:14:09,ConsultingNet S.A.,,,@consultingnetsa.com,,,TRUE
FALSE,FALSE,00Q7000000RLyWoEAL,7/14/2009 12:23:34,Crimson,,,@yahoo.com,,Associate/Analyst,FALSE
FALSE,FALSE,00Q7000000ROo9XEAT,7/23/2009 5:29:09,Amazon India Development Center,,,@amazon.com,,Project Manager,FALSE
FALSE,TRUE,00Q7000000RZInDEAX,7/31/2009 13:13:52,goFLUENT,,,@gofluent.com,,Project Manager,TRUE
FALSE,FALSE,00Q7000000RZRtFEAX,8/1/2009 0:50:48,Veeras Infotek,,,@gmail.com,,Independent Contractor,FALSE
FALSE,FALSE,00Q7000000RM13FEAT,7/14/2009 15:46:46,Arsh Faraz Eng,,,@arshfaraz.com,,C-Level/Executive/VP,FALSE
FALSE,FALSE,00Q7000000RPWcKEAX,7/27/2009 11:17:43,MindGrid Technologies,,,@mindgridtech.com,,Project Manager,FALSE
FALSE,FALSE,00Q7000000RMyNsEAL,7/17/2009 1:40:16,ValueLabs,,,@valuelabs.com,,Project Manager,FALSE
FALSE,FALSE,00Q7000000RP5ynEAD,7/24/2009 9:07:20,Conseco Data Services (India) Pvt Ltd,,,@conseco.com,,Project Manager,FALSE
FALSE,TRUE,00Q7000000R0uMPEAZ,6/26/2009 10:45:39,Cegeka NV,,,@cegeka.be,,C-Level/Executive/VP,TRUE
FALSE,FALSE,00Q7000000ROoP4EAL,7/23/2009 6:53:04,Prodigyinfomatics,,,@prodigyinfomatics.in,,C-Level/Executive/VP,FALSE
TRUE,TRUE,00Q7000000TgERbEAN,2/9/2010 7:06:25,CLSA Limited,,,@clsa.com,,Project Manager,TRUE
FALSE,FALSE,00Q7000000RQ3IHEA1,7/28/2009 18:49:52,Esberi Technologies Private Limited,,,@esberi.net,,Project Manager,FALSE
FALSE,FALSE,00Q7000000RPNlcEAH,7/25/2009 10:54:54,STPL,,,@srmtechsol.com,,Project Manager,FALSE
FALSE,FALSE,00Q7000000RP5VoEAL,7/24/2009 7:07:19,Infosys Technologies Limited,,,@infosys.com,,C-Level/Executive/VP,FALSE
FALSE,FALSE,00Q7000000ROq8rEAD,7/23/2009 11:22:11,Infosys Technologies Limited,,,@infosys.com,,C-Level/Executive/VP,FALSE
FALSE,FALSE,00Q7000000UPPzzEAH,3/19/2010 12:19:34,Infosys Technologies Limited,,,@infosys.com,,C-Level/Executive/VP,FALSE
FALSE,FALSE,00Q7000000Ra6qtEAB,8/4/2009 4:41:48,Infosys Technologies Limited,,,@infosys.com,,C-Level/Executive/VP,FALSE
FALSE,FALSE,00Q7000000RM2cbEAD,7/14/2009 16:38:47,Microland Limited,,,@microland.com,,C-Level/Executive/VP,FALSE
FALSE,FALSE,00Q7000000RMI39EAH,7/15/2009 4:19:55,Microland Limited,,,@microland.com,,C-Level/Executive/VP,FALSE
FALSE,FALSE,00Q7000000ROTyXEAX,7/22/2009 11:23:06,Keane International (India) Pvt. Ltd;,,,@keane.com,,Other,FALSE
FALSE,FALSE,00Q7000000RPCoYEAX,7/24/2009 18:20:43,Sourcefuse LLC,,,@sourcefuse.com,,C-Level/Executive/VP,FALSE
FALSE,FALSE,00Q7000000RYmfaEAD,7/29/2009 19:30:28,Diacritech,,,@diacritech.com,,Other,FALSE
FALSE,FALSE,00Q7000000ROApUEAX,7/21/2009 15:02:10,alignbiz,,,@alignbiz.com,,Other,FALSE
FALSE,FALSE,00Q7000000Rhqr3EAB,8/17/2009 8:10:25,Wipro Technologies,,,@wipro.com,,C-Level/Executive/VP,FALSE
FALSE,FALSE,00Q7000000RaSeuEAF,8/5/2009 8:38:52,Wipro Technologies,,,@sun.com,,C-Level/Executive/VP,FALSE
FALSE,FALSE,00Q7000000Pd19VEAR,2/20/2009 11:48:13,Wipro Technologies,,,@wipro.com,,Associate/Analyst,FALSE
FALSE,TRUE,00Q7000000ZVIbHEAX,3/10/2011 12:12:54,Wipro Technologies,India,,@wipro.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000SQwhrEAD,11/23/2009 11:27:55,Wipro Technologies,,,@wipro.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000TgrvoEAB,2/18/2010 13:03:35,Wipro Technologies,,,@wipro.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000Tgk2cEAB,2/16/2010 9:58:00,Wipro Technologies,,,@wipro.com,,C-Level/Executive/VP,TRUE
FALSE,FALSE,00Q7000000RORfPEAX,7/22/2009 4:26:16,Core Objects,,,@gmail.com,,C-Level/Executive/VP,FALSE
FALSE,FALSE,00Q7000000RNRGLEA5,7/18/2009 14:30:30,corpus software pvt ltd,,,@corpus.com,,Other,FALSE
FALSE,FALSE,00Q7000000RaSrnEAF,8/5/2009 9:20:30,Ava,,,@avaniinfotech.com,,Project Manager,FALSE
FALSE,FALSE,00Q7000000RNdjyEAD,7/20/2009 15:20:56,home,,,@rediffmail.com,,Other,FALSE
FALSE,FALSE,00Q7000000RNPsPEAX,7/18/2009 12:08:28,cdintegrated services private limited,,,@digi-corp.com,,Director/Manager,FALSE
FALSE,FALSE,00Q7000000RaCHeEAN,8/4/2009 13:49:49,GlobalLogic India Pvt. Ltd.,,,@globallogic.com,,Independent Contractor,FALSE
FALSE,FALSE,00Q7000000RYf9BEAT,7/29/2009 11:00:09,Icreon,,,@icreon.net,,C-Level/Executive/VP,FALSE
FALSE,TRUE,00Q7000000R9k2jEAB,6/29/2009 15:10:39,The Advisory Board,,,@advisory.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000QzoVoEAJ,6/22/2009 15:08:22,RIPE NCC,,,@gmail.com,,C-Level/Executive/VP,TRUE
FALSE,FALSE,00Q7000000RN8x5EAD,7/17/2009 17:04:30,Appsmart Inc,,,@appsmartinc.com,,Independent Contractor,FALSE
TRUE,TRUE,00Q7000000RhrKbEAJ,8/17/2009 13:58:48,The Corporation of the City of Kingston,,,@cityofkingston.ca,,,TRUE
TRUE,TRUE,00Q7000000dls2UEAQ,11/7/2011 23:33:05,The Corporation of the City of Kingston,,,@cityofkingston.ca,,,TRUE
FALSE,FALSE,00Q7000000RORhGEAX,7/22/2009 4:32:58,GSS,,,@gssamerica.com,,C-Level/Executive/VP,FALSE
TRUE,TRUE,00Q7000000RBF32EAH,7/3/2009 12:51:29,National Research Council of Canada (NRCC),,,@g-logicsystems.com,,Independent Contractor,TRUE
FALSE,TRUE,00Q7000000RakULEAZ,8/6/2009 15:49:12,Siemens Romania,,,@siemens.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000ROaryEAD,7/22/2009 17:25:18,Fluid Inc,,,@fluid.com,,Project Manager,TRUE
FALSE,TRUE,00Q7000000i83TOEAY,7/18/2012 14:11:42,Citigroup,,,@citi.com,,Architect/Developer,TRUE
TRUE,TRUE,00Q7000000P49H1EAJ,1/8/2009 16:53:32,Emeldi Software Services s.r.o,,,@emeldi.com,,,TRUE
FALSE,FALSE,00Q7000000Rhw2lEAB,8/18/2009 8:38:16,Oracle Financial Services Software Limit,,,@oracle.com,,C-Level/Executive/VP,FALSE
TRUE,TRUE,00Q7000000ggMztEAE,5/4/2012 14:04:14,Mimacom Switzerland AG,,,@mimacom.com,,Other,TRUE
FALSE,FALSE,00Q7000000RiIRUEA3,8/21/2009 8:05:30,STERMEDIA,,,@stermedia.pl,,,FALSE
FALSE,TRUE,00Q7000000L6xZQEAZ,3/17/2008 15:10:14,ViVieb Srl,,,@vivieb.it,,,TRUE
FALSE,FALSE,00Q7000000Ri1ZLEAZ,8/19/2009 9:09:01,Online research company,,,@juxtconsult.com,,Project Manager,FALSE
FALSE,TRUE,00Q7000000QirPiEAJ,5/30/2009 17:30:49,CDTEC,,,@develcorp.es,,C-Level/Executive/VP,TRUE
FALSE,FALSE,00Q7000000Rid0gEAB,8/26/2009 12:22:43,wpro,,,@wipro.com,,Associate/Analyst,FALSE
FALSE,FALSE,00Q7000000Ra8DIEAZ,8/4/2009 8:12:39,Itequia,,,@itequia.com,,Independent Contractor,FALSE
FALSE,FALSE,00Q7000000RigRiEAJ,8/27/2009 6:00:57,Koffee Media,,,@koffeemedia.com,,Project Manager,FALSE
FALSE,TRUE,00Q7000000yLp6xEAC,6/17/2014 17:41:15,Staples Inc.,United States,Technical - IT/Support,@staples.com,Consumer Products,Other,TRUE
TRUE,TRUE,00Q7000000QIcM9EAL,4/23/2009 17:32:22,Allnorth Consultants Limited,,,@allnorth.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000ROWR0EAP,7/22/2009 13:29:13,Bull España S.A.,,,@bull.es,,Project Manager,TRUE
FALSE,TRUE,00Q7000000RidRlEAJ,8/26/2009 13:51:29,Ifroma,,,@iforma.com.ua,,,TRUE
FALSE,TRUE,00Q7000000RMJ38EAH,7/15/2009 8:44:55,AeroIT,,,@aeroit.co.in,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RbG2KEAV,8/8/2009 5:55:36,malayalam,,,@kairalitv.in,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000QydosEAB,6/18/2009 14:06:17,utiq,India,,@axisbank.com,,Associate/Analyst,TRUE
FALSE,TRUE,00Q7000000Ris87EAB,8/31/2009 8:33:40,Messe-München,,,@messe-muenchen.de,,,TRUE
FALSE,TRUE,00Q7000000RivSHEAZ,9/1/2009 6:29:46,MindCraft,,,@mcsil.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RiWHfEAN,8/25/2009 11:36:51,Conselleria de Salut i consum,,,@sgtsic.caib.es,,Other,TRUE
FALSE,TRUE,00Q7000000RigcUEAR,8/27/2009 12:01:58,Autowindscreens Ltd,,,@gmx.net,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000Ri1gqEAB,8/19/2009 12:17:29,Infocom Group,,,@infocom-group.fr,,Project Manager,TRUE
FALSE,TRUE,00Q7000000Ris2aEAB,8/31/2009 5:13:12,yamaha,,,@yamaha-motor-india.com,,Other,TRUE
FALSE,TRUE,00Q7000000RaTAzEAN,8/5/2009 10:26:53,Theorematica Spa,,,@theorematica.it,,Project Manager,TRUE
FALSE,TRUE,00Q7000000RikbzEAB,8/28/2009 10:58:05,Theorematica Spa,,,@theorematica.it,,Other,TRUE
FALSE,TRUE,00Q7000000RaBdCEAV,8/4/2009 13:29:49,dypalio,,,@dypalio.nl,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RidTcEAJ,8/26/2009 14:00:01,Mediasurprise,,,@mediasurprise.de,,Other,TRUE
FALSE,TRUE,00Q7000000RiYLeEAN,8/25/2009 16:51:47,Luxoft,,,@luxoft.com,,Project Manager,TRUE
FALSE,TRUE,00Q7000000RZP4zEAH,7/31/2009 19:49:51,Logibar,,,@logibar.com,,Independent Contractor,TRUE
FALSE,TRUE,00Q7000000RaxyuEAB,8/7/2009 9:52:40,Forum européen pour la securité urbaine,,,@urbansecurity.org,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RiTYOEA3,8/24/2009 20:10:00,STUDIO GRAFICZNE,,,@karolsito.com,,Project Manager,TRUE
FALSE,TRUE,00Q7000000RaAfPEAV,8/4/2009 12:26:56,WEKA,,,@weka.de,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RZeeFEAT,8/3/2009 13:14:13,Atlantis,,,@atlantisresearch.gr,,Associate/Analyst,TRUE
FALSE,TRUE,00Q7000000RcBhkEAF,8/11/2009 18:42:08,Heimdall.net,,,@heimdall.net,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000Ris8vEAB,8/31/2009 9:00:45,New venture,,,@gmail.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RbwZsEAJ,8/11/2009 16:05:45,3S SOFT,,,@3s-soft.ru,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RivXWEAZ,9/1/2009 8:51:14,Homeserver Property Repairs,,,@homeserve.com,,Other,TRUE
FALSE,TRUE,00Q7000000RivRjEAJ,9/1/2009 6:28:56,SPF Justice,,,@just.fgov.be,,Project Manager,TRUE
FALSE,TRUE,00Q7000000RbR6UEAV,8/10/2009 12:29:58,IDS-SCHEER,,,@ids-scheer.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000lV3zDEAS,12/18/2012 22:29:23,linagora,,,@linagora.com,,Independent Contractor,TRUE
FALSE,TRUE,00Q7000000Ri1hzEAB,8/19/2009 12:39:07,linagora,,,@linagora.com,,Project Manager,TRUE
FALSE,TRUE,00Q7000000Ri90qEAB,8/20/2009 8:08:33,Scimetis,,,@scimetis.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000Ris7sEAB,8/31/2009 8:17:30,java4web.com,,,@java4web.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RbTjKEAV,8/10/2009 14:49:41,ISOLUTION Sp. z o.o.,,,@isolution.pl,,Associate/Analyst,TRUE
FALSE,TRUE,00Q7000000RhbEvEAJ,8/14/2009 16:24:36,GPE,,,@krestnikov.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RiHtFEAV,8/20/2009 22:10:36,equeo,,,@equeo.de,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RZUNlEAP,8/1/2009 12:22:01,Eingtec,,,@eingtec.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RhrRIEAZ,8/17/2009 14:32:21,confluenta IT GmbH,,,@confluenta.de,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RieZPEAZ,8/26/2009 17:19:30,PageUp,,,@pageup.cz,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RbPHREA3,8/10/2009 5:28:43,GTech,,,@gtech.com,,Other,TRUE
FALSE,TRUE,00Q7000000Ra8S8EAJ,8/4/2009 8:40:27,Dutchland Digital Development,,,@dutchlanddigital.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000ROT1fEAH,7/22/2009 7:40:05,Qualysoft Informatikai Zrt.,,,@qualysoft.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RbPW2EAN,8/10/2009 7:03:42,Adversum GmbH,,,@adversum-business.de,,C-Level/Executive/VP,TRUE
TRUE,TRUE,00Q7000000RiYGCEA3,8/25/2009 15:50:13,GE Money Bank,,,@ge.com,,Project Manager,TRUE
FALSE,TRUE,00Q7000000Rivb3EAB,9/1/2009 10:17:15,sap-zone GmbH,,,@sap-zone.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000Rcg0pEAB,8/13/2009 13:25:30,Nedasco Assuradeuren BV,,,@dantumaconsultancy.com,,Independent Contractor,TRUE
FALSE,TRUE,00Q7000000Rico0EAB,8/26/2009 7:48:21,MTL Group,,,@mtlgroup.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RhxEpEAJ,8/18/2009 12:46:33,Software Explosion Oy,,,@ohjelmistot.com,,Other,TRUE
TRUE,TRUE,00Q7000000RhrUuEAJ,8/17/2009 14:50:22,Norges Teknisk-Naturvitenskapelige Universitet (NTNU),,,@ntnu.no,,Project Manager,TRUE
TRUE,TRUE,00Q7000000avai1EAA,5/30/2011 8:31:01,Norges Teknisk-Naturvitenskapelige Universitet (NTNU),,,@forgerock.com,,,TRUE
FALSE,TRUE,00Q7000000RhyjHEAR,8/18/2009 15:00:24,Clever Age,,,@clever-age.com,,Independent Contractor,TRUE
FALSE,TRUE,00Q7000000RhrEFEAZ,8/17/2009 13:29:10,Starxpert,,,@starxpert.fr,,Other,TRUE
FALSE,TRUE,00Q7000000RbtSIEAZ,8/11/2009 13:34:14,LBC TANK TERMINALS,,,@lbctt.com,,Project Manager,TRUE
FALSE,TRUE,00Q7000000RiQXWEA3,8/24/2009 10:08:05,credativ Ltd,,,@credativ.co.uk,,Project Manager,TRUE
FALSE,TRUE,00Q7000000RiQi4EAF,8/24/2009 12:58:54,magnus,,,@magnus.fr,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RaSpmEAF,8/5/2009 9:14:49,SWEMEL Innovation Enter[rise,,,@swemel.ru,,Project Manager,TRUE
FALSE,TRUE,00Q7000000RiKsiEAF,8/21/2009 14:48:51,Viewdeck,,,@viewdeck.com,,Project Manager,TRUE
FALSE,TRUE,00Q7000000RivrJEAR,9/1/2009 13:42:17,Datacom Software S.A.,,,@datacom.pl,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000QgKKeEAN,5/21/2009 19:27:25,Misys,,,@misys.com,,Project Manager,TRUE
FALSE,TRUE,00Q7000000Riw1NEAR,9/1/2009 14:38:52,italtel,,,@italtel.it,,Independent Contractor,TRUE
FALSE,TRUE,00Q7000000RisBYEAZ,8/31/2009 10:59:01,SKOK,,,@skok-kopernik.pl,,Project Manager,TRUE
FALSE,TRUE,00Q7000000RiINlEAN,8/21/2009 5:46:38,Subhash Projects And Marketing Limited,,,@spml.co.in,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RceFNEAZ,8/13/2009 8:43:29,Micromission Ltd,,,@micromission.co.uk,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RiLPHEA3,8/21/2009 17:10:43,Microbeans,,,@microbeans.de,,Other,TRUE
FALSE,TRUE,00Q7000000QZy5oEAD,5/12/2009 8:20:51,Yash Technologies,,,@yash.com,,C-Level/Executive/VP,TRUE
TRUE,TRUE,00Q7000000Ras6QEAR,8/6/2009 22:20:07,CDS Global Inc.,,,@cds-global.com,,Other,TRUE
FALSE,TRUE,00Q7000000Ra97XEAR,8/4/2009 9:37:46,Euroidee,,,@euroidee.it,,Other,TRUE
FALSE,TRUE,00Q7000000Rail3EAB,8/6/2009 13:40:49,Lindner AG,,,@lindner-group.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000Rhre3EAB,8/17/2009 15:31:24,Open Logic,,,@openlogic.co.uk,,Project Manager,TRUE
FALSE,TRUE,00Q7000000RiQU0EAN,8/24/2009 8:26:56,Cegeka,,,@cegeka.be,,Associate/Analyst,TRUE
FALSE,TRUE,00Q7000000RigZAEAZ,8/27/2009 9:59:06,projectmoon,,,@pjoon.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RiKwKEAV,8/21/2009 15:07:50,advansys srl,,,@advansys.it,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RiQVxEAN,8/24/2009 9:39:54,First Clarity,,,@firstclarity.com,,Other,TRUE
FALSE,TRUE,00Q7000000Ri844EAB,8/20/2009 11:32:34,Openway Group,,,@openwaygroup.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RhUguEAF,8/14/2009 9:09:31,LBi,,,@lbigroup.be,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RMaOREA1,7/16/2009 6:32:51,hcl tech,,,@hcl.in,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RjDP9EAN,9/4/2009 11:08:01,hcl tech,,,@hcl.in,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000Thw86EAB,3/4/2010 6:13:31,hcl tech,,,@hcl.in,,Project Manager,TRUE
FALSE,TRUE,00Q7000000RjE1fEAF,9/4/2009 15:13:48,General Present Company,,,@gnp.ro,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RjDJxEAN,9/4/2009 7:11:51,HCL Technologies,,,@hcl.in,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RjDKXEA3,9/4/2009 7:21:37,HCL Technologies,,,@hcl.in,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000VEZkuEAH,5/18/2010 7:31:15,HCL Technologies,India,,@hcl.in,,Project Manager,TRUE
FALSE,TRUE,00Q7000000bu82hEAA,7/28/2011 9:56:36,HCL Technologies,,,@hcl.com,,C-Level/Executive/VP,TRUE
FALSE,FALSE,00Q7000000PWbDjEAL,2/18/2009 12:14:36,zylog,,,@zylog.co.in,,C-Level/Executive/VP,FALSE
FALSE,TRUE,00Q7000000Rj4LAEAZ,9/3/2009 8:04:53,mm,,,@anura.hu,,Project Manager,TRUE
FALSE,FALSE,00Q7000000QBvsAEAT,4/14/2009 6:58:37,Qwest Software service Bangalore India,,,@qwest.com,,C-Level/Executive/VP,FALSE
FALSE,TRUE,00Q7000000Ri8xOEAR,8/20/2009 6:42:24,Asian Paints Ltd,,,@asianpaints.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RjKmPEAV,9/7/2009 8:37:01,Portal Technology,,,@portaltech.co.uk,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RYxfSEAT,7/30/2009 10:46:10,AVSYSTEMS,,,@avsysindia.com,,Associate/Analyst,TRUE
FALSE,TRUE,00Q7000000RjDNSEA3,9/4/2009 9:08:36,Callippus Solutions Pvt Ltd,,,@callippus.co.uk,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000NQrBDEA1,8/6/2008 23:16:58,Comporium Communications,,,@comporium.com,,Project Manager,TRUE
FALSE,TRUE,00Q7000000QZXIoEAP,5/9/2009 5:34:05,SDG Corporation - India,,,@in.ibm.com,,C-Level/Executive/VP,TRUE
FALSE,FALSE,00Q7000000RMaXeEAL,7/16/2009 7:11:12,SDG Corporation - India,,,@gmail.com,,C-Level/Executive/VP,FALSE
FALSE,TRUE,00Q7000000RjGiHEAV,9/4/2009 20:34:52,JASACA Ltd,,,@jasaca.com,,C-Level/Executive/VP,TRUE
FALSE,FALSE,00Q7000000RiadREAR,8/26/2009 4:07:37,OLE Nepal,,,@olenepal.org,,Other,FALSE
FALSE,TRUE,00Q7000000Rj4VkEAJ,9/3/2009 12:20:11,WEBSS  S.r.l.,,,@webss.it,,C-Level/Executive/VP,TRUE
